Job Title,Company,Skills,Location,Salary,Experience,Posted,Link
Content & Brand Executive,Arthshashtri Corporate Services LLC,"Adobe Photoshop, Branding, Canva, Content Editing, Content Marketing, Content Writing, Creativity, Market Analysis, Marketing Campaigns, Social Media Marketing, Storytelling",Jaipur,"₹ 4,00,000",1 year(s),N/A,https://internshala.com/job/detail/content-brand-executive-job-in-jaipur-at-arthshashtri-corporate-services-llc1765629845
Marketing & Sales Manager,Shreya Properties,"Customer Support, Effective Communication, Marketing, Market research, Negotiation, Sales, Time Management",Visakhapatnam,"₹ 4,00,000",1 year(s),5 days ago,https://internshala.com/job/detail/marketing-sales-manager-job-in-visakhapatnam-at-shreya-properties1765955889
Robotics & Competition Coach,MakerWorks Lab,"Arduino, C++, Python, Raspberry Pi",Mumbai,"₹ 4,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-robotics-competition-coach-job-in-mumbai-at-makerworks-lab1764588038
Business Operations Executive,SkillLevel,"Effective Communication, Interpersonal skills, Lead Generation, Problem Solving, Research and Analytics, Sales",Work from home,"₹ 4,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-business-operations-executive-job-at-skilllevel1764998953
Video Editor,Shivani  S,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing, Video Making",Work from home,"₹ 4,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-video-editor-job-at-shivani-s1764697129
Video Editor,Shivani Sukhija,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Making",Work from home,"₹ 4,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-video-editor-job-at-shivani-sukhija1764693568
E-Commerce Account Management (PPC Ads And Growth),House Of Evorah,"Analytical Skilla, Data Analytics, MS-Excel, Problem Solving",Bangalore,"₹ 4,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-e-commerce-account-management-ppc-ads-and-growth-job-in-bangalore-at-house-of-evorah1764683415
Customer Service Associate,Artify,English Proficiency (Spoken),"Agra,Chandigarh,Chennai,Indore,Kolkata,Pune,Mohali,Hyderabad,Mumbai,Jaipur,Bangalore","₹ 4,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-customer-service-associate-job-in-multiple-locations-at-artify1764576738
Business Development Executive,The Agency Source,"English Proficiency (Spoken), English Proficiency (Written), Marketing, Sales Management",Delhi,"₹ 4,00,000",1 year(s),N/A,https://internshala.com/job/detail/business-development-executive-job-in-delhi-at-the-agency-source1764138902
Project Supervisor (Architecture),Material Library,"Coordination, Effective Communication, Problem Solving","Delhi,Gurgaon,Noida","₹ 4,00,000",1 year(s),N/A,https://internshala.com/job/detail/project-supervisor-architecture-job-in-multiple-locations-at-material-library1764044792
Project Manager (Architecture),Material Library,"AutoCAD, BIM (Building Information Modeling), CAD, MS-Office","Delhi,Gurgaon,Noida","₹ 4,00,000",1 year(s),N/A,https://internshala.com/job/detail/project-manager-architecture-job-in-multiple-locations-at-material-library1764044740
Junior Talent Acquisition Specialist,TalentXO,"English Proficiency (Spoken), English Proficiency (Written), Recruitment",Bangalore,"₹ 4,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-junior-talent-acquisition-specialist-job-in-bangalore-at-talentxo1763563873
Associate - Operations,Ekincare,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel",Hyderabad,"₹ 4,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-associate-operations-job-in-hyderabad-at-ekincare1763460018
Senior Telecaller,Yashika Financial Services,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Sales",Mumbai,"₹ 3,99,999",1 year(s),N/A,https://internshala.com/job/detail/senior-telecaller-job-in-mumbai-at-yashika-financial-services1764688280
Customer Support/Sales Support Executive,Prolegion Private Limited,"Communication Skills, Customer Support, Sales",Jaipur,"₹ 3,96,000 - 4,80,000",1 year(s),N/A,https://internshala.com/job/detail/customer-support-sales-support-executive-job-in-jaipur-at-prolegion-private-limited1764579905
International Sales Executive,Prolegion Private Limited,"Client Relationship Management (CRM), Communication Skills, English Proficiency (Spoken)",Jaipur,"₹ 3,96,000 - 4,80,000",1 year(s),N/A,https://internshala.com/job/detail/international-sales-executive-job-in-jaipur-at-prolegion-private-limited1764228610
Client Partner,Amplior,"Effective Communication, Leadership, Time Management",Dehradun,"₹ 3,96,000 - 4,80,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-client-partner-job-in-dehradun-at-amplior1765195374
Digital Marketing Specialist,BrandCrest Holdings Private Limited,"Facebook Ads, Facebook Marketing, Google AdWords, Paid Advertising, Search Engine Marketing (SEM), Search Engine Optimization (SEO)",Bangalore,"₹ 3,95,000 - 5,25,000",1 year(s),7 days ago,https://internshala.com/job/detail/digital-marketing-specialist-job-in-bangalore-at-brandcrest-holdings-private-limited1765802454
Telecaller,Falcon Staffing Solutions,"English Proficiency (Spoken), Hindi Proficiency (Spoken), Kannada Proficiency (Spoken), Telugu Proficiency (Spoken)",Secunderabad,"₹ 3,90,000 - 5,50,000",0 year(s),Today,https://internshala.com/job/detail/fresher-telecaller-job-in-secunderabad-at-ranjith-kumar1766407378
Business Development Executive,Counsel Union,"Business Development, Counseling, Psychology, Sales, Sales Management, Sales Strategy, Sales Support","Faridabad,Delhi,Ghaziabad,Gurgaon,Greater Noida,Noida,South","₹ 3,90,000 - 5,50,000",1 year(s),N/A,https://internshala.com/job/detail/business-development-executive-job-in-multiple-locations-at-counsel-union1765436188
Business Development Manager,Earnest Fintech Limited,"B2B Sales, Business Development, Sales Strategy",Noida,"₹ 3,90,000 - 5,30,000",1 year(s),N/A,https://internshala.com/job/detail/business-development-manager-job-in-noida-at-earnest-fintech-limited1762835181
Business Development Executive,BrandCrest Holdings Private Limited,"Effective Communication, Interpersonal skills, Sales, Sales Management, Sales Strategy",Bangalore,"₹ 3,90,000 - 5,30,000",1 year(s),7 days ago,https://internshala.com/job/detail/business-development-executive-job-in-bangalore-at-brandcrest-holdings-private-limited1765609065
Graphic Designer,Earnest Fintech Limited,"Adobe After Effects, Canva, UI & UX Design, Video Editing",Noida,"₹ 3,90,000 - 5,30,000",1 year(s),N/A,https://internshala.com/job/detail/graphic-designer-job-in-noida-at-earnest-fintech-limited1762837394
Operations Associate,Earnest Fintech Limited,"English Proficiency (Written), MS-Excel, Operations",Noida,"₹ 3,90,000 - 4,95,000",1 year(s),N/A,https://internshala.com/job/detail/operations-associate-job-in-noida-at-earnest-fintech-limited1762835530
Senior Tele Relationship Manager,DIGI TJS,"Effective Communication, Sales, Team Management",Bangalore,"₹ 3,87,000 - 4,85,000",1 year(s),Today,https://internshala.com/job/detail/senior-tele-relationship-manager-job-in-bangalore-at-digi-tjs1766404548
Business Development Executive,Antraweb Technologies Private Limited,"Cold Calling, English Proficiency (Spoken), English Proficiency (Written), Field Work, Lead Generation, Negotiation","Navi Mumbai,Mumbai(Hybrid)","₹ 3,86,400 - 3,98,400",0 year(s),N/A,https://internshala.com/job/detail/fresher-business-development-executive-job-in-multiple-locations-at-antraweb-technologies-private-limited1765343448
Tele Relationship Manager,DIGI TJS,"Effective Communication, Leadership, MS-Office, Sales, Self-learning",Bangalore,"₹ 3,86,000 - 4,85,000",0 year(s),Today,https://internshala.com/job/detail/fresher-tele-relationship-manager-job-in-bangalore-at-digi-tjs1766404690
Corporate Sales Executive,FREED India Private Limited,"English Proficiency (Spoken), Sales",Gurgaon,"₹ 3,85,000 - 4,58,000",1 year(s),N/A,https://internshala.com/job/detail/corporate-sales-executive-job-in-gurgaon-at-freed-india-private-limited1764846823
Business Development Executive,NoBroker,"Cold Calling, Hindi Proficiency (Spoken), Marathi Proficiency(Spoken), MS-Excel, Sales",Mumbai,"₹ 3,85,000",1 year(s),N/A,https://internshala.com/job/detail/business-development-executive-job-in-mumbai-at-nobroker1764770907
Graphic Designer,Coceptual Media,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, CorelDRAW",Chennai,"₹ 3,84,000 - 6,48,000",1 year(s),N/A,https://internshala.com/job/detail/graphic-designer-job-in-chennai-at-coceptual-media1763963431
Computer Teacher,Rising High Computer And Coaching,"Computer skills, Desktop publishing (DTP), Tally, Typing",Gurgaon,"₹ 3,84,000 - 5,04,000",1 year(s),N/A,https://internshala.com/job/detail/computer-teacher-job-in-gurgaon-at-rising-high-computer-and-coaching1764567008
Customer Support Executive Voice,AB Ventures,"English Proficiency (Spoken), Kannada Proficiency (Spoken), Malayalam Proficiency (Spoken), Tamil Proficiency (Spoken), Telugu Proficiency (Spoken)",Chennai,"₹ 3,84,000 - 4,80,000",0 year(s),5 days ago,https://internshala.com/job/detail/fresher-customer-support-executive-voice-job-in-chennai-at-ab-ventures1765968341
Primary Social Science Teacher For CISCE School,Presidency School,Teaching,Bangalore,"₹ 3,84,000 - 4,80,000",3 year(s),N/A,https://internshala.com/job/detail/primary-social-science-teacher-for-cisce-school-job-in-bangalore-at-presidency-school1763598828
Senior Social Media Executive,Blue Rose Publishers,"Creative Thinking, English Proficiency (Spoken), Facebook Ads, Instagram Ads, Social Media Marketing, YouTube Ads","Noida,Delhi","₹ 3,84,000 - 4,20,000",1 year(s),2 days ago,https://internshala.com/job/detail/senior-social-media-executive-job-in-multiple-locations-at-blue-rose-publishers1766214759
Academic Counselor,Occult Science,"Effective Communication, Interpersonal skills",Delhi,"₹ 3,80,000 - 8,50,000",0 year(s),5 days ago,https://internshala.com/job/detail/fresher-academic-counselor-job-in-delhi-at-occult-science1765963193
Business Development And Marketing Manager,RA Media & Infotainment,"Digital Marketing, Email Marketing",Chennai,"₹ 3,80,000 - 7,00,000",1 year(s),6 days ago,https://internshala.com/job/detail/business-development-and-marketing-manager-job-in-chennai-at-ra-media-infotainment1765863505
Business Development Executive,Teckinsey Consulting,"Communication, Lead Generation, Market Analysis, Sales, Sales Management",Gurgaon,"₹ 3,80,000 - 6,60,000",1 year(s),N/A,https://internshala.com/job/detail/business-development-executive-job-in-gurgaon-at-teckinsey-consulting1764104454
UI/UX + WordPress Designer (Who Also Crushes Social Creatives),Grow More Avenues,"Graphic Design, UI & UX Design, Video Editing, Web Design, Web development",Delhi(Hybrid),"₹ 3,80,000 - 6,60,000",1 year(s),N/A,https://internshala.com/job/detail/ui-ux-wordpress-designer-who-also-crushes-social-creatives-job-in-delhi-at-grow-more-avenues1765350029
Corporate Sales Executive,MTB Filter Industries,"Effective Communication, English Proficiency (Written), MS-Excel","Pune,Pimpri-Chinchwad","₹ 3,80,000 - 6,50,000",1 year(s),N/A,https://internshala.com/job/detail/corporate-sales-executive-job-in-multiple-locations-at-manish-bhalaria1764702061
Business Development Manager,Leoriser Private Limited,"Email Management, Lead Generation, LinkedIn Marketing, Presentation skills",Noida(Hybrid),"₹ 3,80,000 - 6,40,000",1 year(s),N/A,https://internshala.com/job/detail/business-development-manager-job-in-noida-at-leoriser-private-limited1765342669
Field Sales Executive,Brahmi Durga Infotech Private Limited,"Computer skills, Effective Communication, English Proficiency (Written), MS-Excel",Work from home,"₹ 3,80,000 - 6,40,000",1 year(s),N/A,https://internshala.com/job/detail/remote-field-sales-executive-job-at-brahmi-durga-infotech-private-limited1765350731
Business Analyst,Toolyt SFA,"Agile Methodology, APIs, Balsamiq, Communication Skills, Critical thinking, Figma, Google Sheets, Jira, JSON, Logical reasoning, Miro, MS-Excel, Presentation skills, Report Writing, Root Cause Analysis, Software Development Life Cycle (SDLC), SQL, Time Management, Wireframing",Bangalore,"₹ 3,80,000 - 6,40,000",1 year(s),N/A,https://internshala.com/job/detail/business-analyst-job-in-bangalore-at-toolyt-sfa1764319459
Front Desk,Avanta Business Centre,"English Proficiency (Spoken), English Proficiency (Written)",Delhi,"₹ 3,80,000 - 6,00,000",1 year(s),N/A,https://internshala.com/job/detail/front-desk-job-in-delhi-at-avanta-business-centre1764685073
Operations Associate,Unibridges,"Canva, English Proficiency (Spoken), English Proficiency (Written), MS-Word",Delhi,"₹ 3,80,000 - 5,80,000",1 year(s),N/A,https://internshala.com/job/detail/operations-associate-job-in-delhi-at-unibridges1763974981
Graphic Designer,Arjunvaishnavi Infrastructure & Developers Pvt Ltd,"Adobe Illustrator, Adobe InDesign, Adobe Photoshop, CorelDRAW",Dharwad,"₹ 3,80,000 - 5,65,000",1 year(s),N/A,https://internshala.com/job/detail/graphic-designer-job-in-dharwad-at-arjunvaishnavi-infrastructure-developers-pvt-ltd1763933431
Junior Copywriter,Communication Crafts,"Copywriting, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO)",Ahmedabad,"₹ 3,80,000 - 5,52,000",0 year(s),6 days ago,https://internshala.com/job/detail/fresher-junior-copywriter-job-in-ahmedabad-at-communication-crafts1765886709
Admin Support Executive,Nonex Solution Private Limited,"Administrative Support, Coordination, Report Generation",Work from home,"₹ 3,80,000 - 5,50,000",0 year(s),3 days ago,https://internshala.com/job/detail/fresher-remote-admin-support-executive-job-at-nonex-solution-private-limited1766129743
Outbound Sales Trainee,Progoez,"Critical thinking, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO)",Work from home,"₹ 3,80,000 - 5,40,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-outbound-sales-trainee-job-at-progoez1765317621
AI React Native Developer (Full-Stack) - In Office,Bluespace Studio,"APIs, Claude, Cursor (GenAI), Firebase, Generative AI Tools, Git, JavaScript, Node.js, OpenAI API, PostgreSQL, React Native, REST API, TypeScript",Agra,"₹ 3,80,000 - 5,20,000",1 year(s),N/A,https://internshala.com/job/detail/ai-react-native-developer-full-stack-in-office-job-in-agra-at-bluespace-studio1764585587
Video Editor,Wearingo Technologies Private Limited,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making","Delhi,Mumbai,Bangalore(Hybrid)","₹ 3,80,000 - 5,00,000",1 year(s),N/A,https://internshala.com/job/detail/video-editor-job-in-multiple-locations-at-wearingo-technologies-private-limited1765516884
E-commerce Operations Executive,MHLondon,"Advanced Excel, English Proficiency (Spoken), English Proficiency (Written), MS-Office, Power BI",Noida,"₹ 3,80,000 - 4,50,000",1 year(s),6 days ago,https://internshala.com/job/detail/e-commerce-operations-executive-job-in-noida-at-mhlondon1765887377
Key Account Manager - MNC Moove,Moove India,"Collections, Communication Skills, Performance Management, Performance Monitoring, Training and Development",Hyderabad,"₹ 3,80,000 - 4,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-key-account-manager-mnc-moove-job-in-hyderabad-at-moove-india1763968976
Junior Sales Associate,WeMakeScholars,"English Proficiency (Spoken), Kannada Proficiency (Spoken)","Secunderabad,Hyderabad,Begumpet,Tamil Nadu,Karnataka,Gulbarga,Dharwad,Bidar,Nagpur","₹ 3,80,000 - 4,30,000",0 year(s),3 days ago,https://internshala.com/job/detail/fresher-junior-sales-associate-job-in-multiple-locations-at-wemakescholars1766124173
Financial Journalist,Trade Brains,"Effective Communication, Financial Analysis, Financial literacy, Financial Modeling, Stock Trading",Bangalore,"₹ 3,80,000 - 4,20,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-financial-journalist-job-in-bangalore-at-trade-brains1765260569
